UT,PY,AU
ISI:000183636400002,2003,"Religa, D; Styczynska, M; Peplonska, B; Gabryelewicz, T; Pfeffer, A; Chodakowska, M; Luczywek, E; Wasiak, B; Stepien, K; Golebiowski, M; Winblad, B; Barcikowska, M"
ISI:000183684700001,2003,"Bergman, A; Religa, D; Karlstrom, H; Laudon, H; Winblad, B; Lannfelt, L; Lundkvist, J; Naslund, J"
ISI:000183730100002,2003,"Wimo, A; Winblad, B; Aguero-Torres, H; von Strauss, E"
ISI:000183824800007,2003,"Farmery, MR; Tjernberg, LO; Pursglove, SE; Bergman, A; Winblad, B; Naslund, J"
ISI:000183902200008,2003,"Kabir, ZN; Tishelman, C; Aguero-Torres, H; Chowdhury, AMR; Winblad, B; Hojer, B"
ISI:000184366400021,2003,"An, WL; Cowburn, RF; Li, L; Braak, H; Alafuzoff, I; Iqbal, K; Iqbal, IG; Winblad, B; Pei, JJ"
ISI:000184485400059,2003,"Huang, CR; Wahlund, LO; Almkvist, O; Elehu, D; Svensson, L; Jonsson, T; Winblad, B; Julin, P"
ISI:000184533900013,2003,"Lee, MJ; Stephenson, DA; Groves, MJ; Sweeney, MG; Davis, MB; An, SF; Houlden, H; Salih, MAM; Timmerman, V; de Jonghe, P; Auer-Grumbach, M; Di Maria, E; Scaravilli, F; Wood, NW; Reilly, MM"
ISI:000184548900018,2003,"Fabre, SF; Axelman, P; Almkvist, A; Basun, H; Lannfelt, L"
ISI:000184896100006,2003,"Pei, JJ; Gong, CX; An, WL; Winblad, B; Cowburn, RF; Grundke-Iqbal, I; Iqbal, K"
ISI:000184972000010,2003,"von Strauss, E; Aguero-Torres, H; Kareholt, I; Winblad, B; Fratiglioni, L"
ISI:000185166700010,2003,"Olsson, A; Hoglund, K; Sjogren, M; Andreasen, N; Minthon, L; Lannfelt, L; Buerger, K; Moller, HJ; Hampel, H; Davidsson, P; Blennow, K"
ISI:000185187000013,2003,"Qiu, CX; Winblad, B; Fastbom, J; Fratiglioni, L"
ISI:000185269300013,2003,"Crowell, TA; Paramadevan, J; Abdullah, L; Richards, D; Mullan, M"
ISI:000185269300027,2003,"Cox, D; Crowell, TA; Mullan, M"
ISI:000185412300040,2003,"Jelic, V; Winblad, B"
ISI:000185412300622,2003,"Winblad, B; Lee, G; Mobius, HJ; McDonald, S; Graham, S"
ISI:000185412300641,2003,"Winblad, B; Engedal, K; Soininen, H; Verhey, FRJ; Waldemar, G; Wimo, A; Wetterholm, AL; Haglund, A; Zhang, R; Burger, L; Schindler, R"
ISI:000185412300644,2003,"Winblad, B; Wimo, A; Wetterholm, AL; Haglund, A; Engedal, K; Soininen, H; Verhey, FRJ; Waldemar, G; Zhang, R; Burger, L; Schindler, R"
ISI:000185599702046,2003,"Crawford, F; Ait-Ghezala, G; Sutcliffe, M; Hauser, R; Silver, A; Mullan, M"
ISI:000185736500007,2003,"Axelman, K; Lannfelt, L; Almkvist, O; Carlsson, M"
ISI:000185737500012,2003,"Paris, D; Humphrey, J; Quadros, A; Patel, N; Crescentini, R; Crawford, F; Mullan, M"
ISI:000186533200010,2003,"Cedazo-Minguez, A; Popescu, BO; Blanco-Millan, JM; Akterin, S; Pei, JJ; Winblad, B; Cowburn, RF"
ISI:000186587900012,2003,"Pitt, M; Houlden, H; Jacobs, J; Mok, Q; Harding, B; Reilly, M; Surtees, R"
ISI:000186611100003,2003,"Soderberg, L; Zhukareva, V; Bogdanovic, N; Hashimoto, T; Winblad, B; Iwatsubo, T; Lee, VMY; Trojanowski, JQ; Naslund, J"
ISI:000186767800024,2003,"Houlden, H; Lincoln, S; Farrer, M; Cleland, PG; Hardy, J; Orrell, RW"
ISI:000186804800018,2003,"Grover, A; England, E; Baker, M; Sahara, N; Adamson, J; Granger, B; Houlden, H; Passant, U; Yen, SH; DeTure, M; Hutton, M"
ISI:000186810700017,2003,"Quadros, A; Patel, N; Crescentini, R; Crawford, F; Paris, D; Mullan, M"
ISI:000187197100012,2003,"Religa, D; Winblad, B"
ISI:000187996900007,2004,"Wimo, A; Winblad, B"
ISI:000188189100011,2004,"Karp, A; Kareholt, I; Qiu, CX; Bellander, T; Winblad, B; Fratiglioni, L"
ISI:000188500600004,2004,"Chen, ZG; Ljunggren, HG; Zhu, SW; Winblad, B; Zhu, J"
ISI:000188500600012,2004,"Lindberg, C; Eriksson, C; Van Dam, AM; Winblad, B; Schultzberg, M"
ISI:000188788400021,2004,"Heverin, M; Bogdanovic, N; Lutjohann, D; Bayer, T; Pikuleva, I; Bretillon, L; Diczfalusy, U; Winblad, B; Bjorkhem, I"
ISI:000188860700009,2004,"Chen, ZG; Yu, S; Concha, HQ; Zhu, Y; Mix, E; Winblad, B; Ljunggren, HG; Zhu, J"
ISI:000188886400004,2004,"Yu, S; Duan, RS; Chen, ZG; Quezada, HC; Bao, L; Nennesmo, I; Zhu, SW; Winblad, B; Ljunggren, HG; Zhu, J"
ISI:000188969200031,2004,"Popescu, BO; Cedazo-Minguez, A; Benedikz, E; Nishimura, T; Winblad, B; Ankarcrona, M; Cowburn, RF"
ISI:000189091200006,2004,"Paris, D; Quadros, A; Humphrey, J; Patel, N; Crescentini, R; Crawford, F; Mullan, M"
ISI:000202992101037,2004,"Tariot, PN; Doody, R; Peskind, ER; Winblad, B; Stoffler, A; Graham, SM; McDonald, S"
ISI:000220302400010,2004,"Bremner, FD; Houlden, H; Smith, SE"
ISI:000220356800006,2004,"Laudon, H; Mathews, PM; Karlstrom, H; Bergman, A; Farmery, MR; Nixon, RA; Winblad, B; Gandy, SE; Lendahl, U; Lundkvist, J; Naslund, J"
ISI:000220470702373,2004,"Mulugeta, E; Fahim, MA; Hasan, MY; El-Bakri, N; Winblad, B; Karlsson, E; Adem, A"
ISI:000220747900127,2004,"Bergman, A; Hansson, EM; Pursglove, SE; Farmery, MR; Lannfelt, L; Lendahl, U; Lundkvist, J; Naslund, J"
ISI:000220812100006,2004,"Cornelius, C; Fastbom, J; Winblad, B; Viitanen, M"
ISI:000220948200363,2004,"Winblad, B; Kivipelto, M"
ISI:000221392200003,2004,"Mott, RT; Ait-Ghezala, G; Town, T; Mori, T; Vendrame, M; Zeng, J; Ehrhart, J; Mullan, M; Tan, J"
ISI:000221409000012,2004,"Paivio, A; Jarvet, J; Graslund, A; Lannfelt, L; Westlind-Danielsson, A"
ISI:000221419100033,2004,"Sun, JZ; Blaskovich, MA; Jain, RK; Delarue, F; Paris, D; Brem, S; Wotoczek-Obadia, M; Lin, Q; Coppola, D; Choi, KH; Mullan, M; Hamilton, AD; Sebti, SM"
ISI:000221515200011,2004,"Lagergren, M; Fratiglioni, L; Hallberg, IR; Berglund, J; Elmstahl, S; Hagberg, B; Holst, G; Rennemark, M; Sjolund, BM; Thorslund, M; Wiberg, I; Winblad, B; Wimo, A"
ISI:000221663000016,2004,"Fratiglioni, L; Paillard-Borg, S; Winblad, B"
ISI:000221675700006,2004,"Qiu, C; Kivipelto, M; Aguero-Torres, H; Winblad, B; Fratiglioni, L"
ISI:000221793000010,2004,"Passant, U; Ostojic, J; Fabre, SF; Gustafson, L; Lannfelt, L; Larsson, EM; Nilsson, K; Rosen, I; Elfgren, C"
ISI:000221793000012,2004,"Ostojic, J; Elfgren, C; Passant, U; Nilsson, K; Gustafson, L; Lannfelt, L; Fabre, SF"
ISI:000221905600011,2004,"Oprica, M; Van Dam, AM; Lundkvist, J; Iverfeldt, K; Winblad, B; Bartfai, T; Schultzberg, M"
ISI:000221942300001,2004,"Johnson, J; Ostojic, J; Lannfelt, L; Glaser, A; Basun, H; Rogaeva, E; Kawarai, T; Bruni, A; Hyslop, PHSG; Goate, A; Pastor, P; Chakraverty, S; Norton, J; Morris, JC; Hardy, J; Singleton, A"
ISI:000222026100002,2004,"Winblad, B; Jelic, V"
ISI:000222209400260,2003,"Fratiglioni, L; Qui, C; Karp, A; Winblad, B; Bellander, T"
ISI:000222209400360,2003,"Winblad, B; Wimo, A"
ISI:000222209400608,2003,"Winblad, B; Graham, S; Lee, G; Mobius, HJ; McDonald, S"
ISI:000222209400622,2003,"Jedenius, EG; Batsman, S; Bergstrom, A; Henricson, B; Winblad, B; Andreasen, N"
ISI:000222209400674,2003,"Winblad, B; Engedal, K; Soininen, H; Verhey, F; Waldemar, G; Wimo, A; Wetterholm, AL; Zhang, R; Burger, L; Schindler, R"
ISI:000222209400676,2003,"Winblad, B; Engedal, K; Soininen, H; Waldemar, G; Verhey, F; Wimo, A; Wetterholm, AL; Haglund, A; Zhang, R; Burger, L; Schindler, R"
ISI:000222209400735,2003,"Wimo, A; Winblad, B; Shah, S; Haglund, A; Zhang, R; Chin, W"
ISI:000222209400737,2003,"Andreasen, N; Winblad, B; Blennow, K"
ISI:000222879500021,2004,"Roach, JT; Volmar, CH; Dwivedi, S; Town, T; Crescentini, R; Crawford, F; Tan, J; Mullan, M"
ISI:000222951000017,2004,"Duan, RS; Chen, ZG; Bao, L; Quezada, HC; Nennesmo, I; Winblad, B; Zhu, J"
ISI:000223026000018,2004,"Paris, D; Patel, N; DelleDonne, A; Quadros, A; Smeed, R; Mullan, M"
ISI:000223058700069,2004,"Mecocci, P; von Strauss, E; Cherubini, A; Ercolani, S; Senin, U; Winblad, B; Fratiglioni, L"
ISI:000223058700113,2004,"Almkvist, O; Arnaiz, E; Winblad, B"
ISI:000223058700178,2004,"Wolf, H; Hensel, A; Arendt, T; Kivipelto, M; Winblad, B; Gertz, HJ"
ISI:000223058700180,2004,"Qiu, CX; Winblad, B; Marengoni, A; Fastbom, J; Fratiglioni, L"
ISI:000223058700258,2004,"Stenh, C; Englund, H; Almeida, C; Greengard, P; Nilsson, L; Gouras, G; Lannfelt, L"
ISI:000223058700305,2004,"Pei, JJ; An, WL; Cowburn, RF; Grundke-Iqbal, I; Iqbal, K; Winblad, B"
ISI:000223058700333,2004,"Tariot, PN; Doody, R; Peskind, E; Winblad, B; Stoffler, A; Graham, SM; McDonald, S"
ISI:000223058700438,2004,"Arnaiz, E; Wahlund, LO; Winblad, B; Almkvist, O"
ISI:000223058700482,2004,"Johansson, AS; Berglind-Dehlin, F; Gellerfors, P; Lannfelt, L"
ISI:000223058700496,2004,"Tjernberg, LO; Bogdanovic, N; Axelsson, B; Winblad, B; Naslund, J"
ISI:000223058700508,2004,"Li, X; Bjorkdahl, C; An, WL; Winblad, B; Pei, JJ"
ISI:000223058700509,2004,"Westlind-Danielsson, A; Johansson, AS; Bergquist, J; Volbracht, C; Leist, M; Lannfelt, L"
ISI:000223058700544,2004,"Soderberg, L; Kakuyama, H; Winblad, B; Tjernberg, L; Naslund, J"
ISI:000223058700586,2004,"Rickle, A; Bogdanovic, N; Nishimura, T; Volkmann, I; Winblad, B; Cowburn, R"
ISI:000223058700784,2004,"Benedikz, E; Malkiewicz, K; Kloskowska, E; Nilsson, T; Popova, E; Johansen, T; Ganten, U; Ganten, D; Winblad, B; Bader, M; Folkesson, R"
ISI:000223058700791,2004,"Lord, A; Zhang, XQ; Lannfelt, L; Nilsson, LN"
ISI:000223058700827,2004,"Lord, A; Zhang, XQ; Lannfelt, L; Nilsson, LNG"
ISI:000223058701011,2004,"Lannfelt, L; Lannfelt, L"
ISI:000223058701021,2004,"Kivipelto, M; Anttila, T; Fratiglioni, L; Winblad, B; Nissinen, A; Soininen, H"
ISI:000223058701027,2004,"Karp, A; Paillard-Borg, S; Wang, HX; Silverstein, M; Winblad, B"
ISI:000223058701136,2004,"Wimo, AB; Winblad, B; Nordberg, G; von Stauss, E; Sjolund, BM"
ISI:000223058701233,2004,"Stefanova, E; Axelman, K; Almkvist, O; Wall, A; Lannfelt, L; Langstrom, B; Nordberg, A"
ISI:000223058701297,2004,"Anttila, T; Helkala, EL; Viitanen, M; Kareholt, I; Fratiglioni, L; Winblad, B; Soininen, H"
ISI:000223058701393,2004,"An, WL; Cowburn, RF; Bjorkdahl, C; Braak, H; Alafuzoff, I; Iqbal, K; Grundke-Iqbal, I; Winblad, B"
ISI:000223058701437,2004,"Selivanova, A; Winblad, B; Farmery, MR"
ISI:000223058701441,2004,"Kloskowska, E; Nilsson, T; Folkesson, R; Winblad, B; Benedikz, E"
ISI:000223058701595,2004,"Xu, WL; Qiu, CX; Wahlin, A; Winblad, B; Fratiglioni, L"
ISI:000223058701624,2004,"Graff, C; Sillen, A; Forsell, C; Lilius, L; Axelman, K; Fakhri, B; Winblad, B"
ISI:000223058701625,2004,"Blom, E; Holmans, O; Arepalli, S; Adighibe, O; Hardy, J; Lannfelt, L; Glaser, A; Wavrant-De Vrieze, F"
ISI:000223058701639,2004,"Giedraitis, V; Hedlund, M; Skoglund, L; Blom, E; Ingvast, S; Lannfelt, L; Glaser, A"
ISI:000223058701706,2004,"Skoglund, L; Brundin, RM; Lindau, M; Kilander, L; Glaser, A; Lannfelt, L"
ISI:000223058701718,2004,"Ingvast, S; Blom, E; Hedlund, M; Giedraitis, V; Glaser, A; Lannfelt, L"
ISI:000223058701726,2004,"Farmery, M; Hur, JY; Franberg, J; Winblad, B; Naslund, J"
ISI:000223058701730,2004,"Ankarcrona, M; Cedazo-Minguez, A; Winblad, B; Popescu, BO"
ISI:000223058701788,2004,"Akterin, S; Miranda-Vizuete, A; Winblad, B; Cowburn, RF; Cedazo-Minguez, A"
ISI:000223058701812,2004,"Hansson, CA; Frykman, S; Farmery, MR; Tjernberg, LO; Nilsberth, C; Winblad, B; Cowburn, RF; Thyberg, J; Ankarcrona, M"
ISI:000223058701854,2004,"Nishimura, T; Rickle, A; Ito, A; Winblad, B; Cowburn, RF"
ISI:000223330700011,2004,"Arnaiz, E; Almkvist, O; Ivnik, RJ; Tangalos, EG; Wahlund, LO; Winblad, B; Petersen, RC"
ISI:000223470900002,2004,"Winblad, B; Palmer, K; Kivipelto, M; Jelic, V; Fratiglioni, L"
ISI:000223470900008,2004,"Winblad, B; Palmer, K; Kivipelto, M; Jelic, V; Fratiglioni, L; Wahlund, LO; Nordberg, A; Backman, L; Albert, M; Almkvist, O; Arai, H; Basun, H; Blennow, K; de Leon, M; DeCarli, C; Erkinjuntti, T; Giacobini, E; Graff, C; Hardy, J; Jack, C; Jorm, A; Ritchie, K; van Duijn, C; Visser, P; Petersen, RC"
ISI:000223617200006,2004,"Wimo, A; Winblad, B; Shah, SN; Chin, W; Zhang, R; McRae, T"
ISI:000223805800018,2004,"Anttila, T; Helkala, EL; Viitanen, M; Kareholt, I; Fratiglioni, L; Winblad, B; Soininen, H; Tuomilehto, J; Nissinen, A; Kivipelto, M"
ISI:000223830900011,2004,"Bunce, D; Fratiglioni, L; Small, BJ; Winblad, B; Backman, L"
ISI:000223971100004,2004,"Passare, G; Viitanen, M; Torring, O; Winblad, B; Fastbom, J"
ISI:000224003200479,2004,"Duan, RS; Chen, Z; Bao, L; Quezada, HC; Winblad, B; Zhu, J"
ISI:000224040900005,2004,"El-Bakri, NK; Islam, A; Suliman, I; Lindgren, U; Winblad, B; Adem, A"
ISI:000224285000021,2004,"Houlden, H; King, RHM; Muddle, JR; Warner, TT; Reilly, MM; Orrell, RW; Ginsberg, L"
ISI:000224438100001,2004,"Crisby, M; Rahman, SMA; Sylven, C; Winblad, B; Schultzberg, M"
ISI:000224560100007,2004,"Backman, L; Wahlin, A; Small, BJ; Herlitz, A; Winblad, B; Fratiglioni, L"
ISI:000224566300243,2004,"Crowell, TA; Cox, D; Connor, D; Brandt, J; Liu, H; Mullan, M"
ISI:000224663002229,2004,"Tariot, PN; Doody, R; Peskind, ER; Winblad, B; Stoffler, A; Graham, SM; Jonas, JM; McDonald, S"
ISI:000224694000006,2004,"Houlden, H; Blake, J; Reilly, MM"
ISI:000224694900035,2004,"Bergman, A; Laudon, H; Winblad, B; Lundkvist, J; Naslund, J"
ISI:000224697200006,2004,"Qiu, CX; Fratiglioni, L; Karp, A; Winblad, B; Bellander, T"
ISI:000224757500006,2004,"Chen, ZG; Duan, RS; Q, HC; Wu, QY; Mix, E; Winblad, B; Ljunggren, HG; Zhu, J"
ISI:000224851200006,2004,"Harwood, DG; Barker, WW; Ownby, RL; St George-Hyslop, P; Mullan, M; Duara, R"
ISI:000224969300019,2004,"Houlden, H; Girard, M; Cockerell, C; Ingram, D; Wood, NW; Goossens, M; Walker, RWH; Reilly, MM"
ISI:000225140300005,2004,"Rickle, A; Bogdanovic, N; Volkman, I; Winblad, B; Ravid, R; Cowburn, RF"
ISI:000225141400019,2004,"Li, X; An, WL; Alafuzoff, I; Soininen, H; Winblad, B; Pei, JJ"
ISI:000225355800121,2004,"Hansson, CA; Frykman, S; Farmery, MR; Tjernberg, LO; Nilsberth, C; Pursglove, SE; Ito, A; Winblad, B; Cowburn, RF; Thyberg, J; Ankarcrona, M"
ISI:000225458802035,2004,"Holm-Pedersen, P; Russell, S; Katz, R; Winblad, B; Viitanen, M"
ISI:000225460400438,2004,"Tariot, PN; Doody, RS; Peskind, ER; Winblad, B; Stoeffler, A; Moebius, HJ; Graham, SM; McDonald, S"
ISI:000225656100014,2004,"Huang, WY; Qiu, CX; von Strauss, E; Winblad, B; Fratiglioni, L"
ISI:000225805400002,2004,"Harwood, DG; Barker, WW; Ownby, RL; Mullan, M; Duara, R"
ISI:000225850400013,2004,"El-Bakri, NK; Islam, A; Zhu, SW; Elhassan, A; Mohammed, A; Winblad, B; Adem, A"
ISI:000226118001587,2004,"Qiu, CX; von Strauss, E; Winblad, B; Fratiglioni, L"
ISI:000226195200020,2005,"Soderberg, L; Kakuyama, H; Moller, A; Ito, A; Winblad, B; Tjernberg, LO; Naslund, J"
ISI:000226291700005,2005,"Chen, ZG; Duan, RS; Quezada, HC; Mix, E; Nennesmo, I; Adem, A; Winblad, B; Zhu, J"
ISI:000226662500026,2005,"Flood, F; Murphy, S; Cowburn, RF; Lannfelt, L; Walker, B; Johnston, JA"
ISI:000226737000016,2005,"Spulber, S; Moldovan, M; Oprica, M; Aronsson, AF; Post, C; Winblad, B; Schultzberg, M"
ISI:000226912900001,2005,"Ankarcrona, M; Winblad, B"
ISI:000226964900011,2005,"An, WL; Bjorkdahl, C; Liu, R; Cowburn, RF; Winblad, B; Pei, JJ"
ISI:000226964900027,2005,"Chen, Z; Duan, RS; Zhu, Y; Folkesson, R; Albanese, C; Winblad, B; Zhu, J"
ISI:000227141500010,2005,"Salehi, M; Houlden, H; Sheikh, A; Poretsky, L"
ISI:000227189800010,2005,"Holm-Pedersen, P; Avlund, K; Morse, DE; Stoltze, K; Katz, RV; Viitanen, M; Winblad, B"
ISI:000227610703408,2005,"Pei, JJ; An, WL; Winblad, B"
ISI:000227871000001,2005,"Giron, MST; Fastbom, J; Winblad, B"
ISI:000227995600109,2005,"Wolf, H; Julin, P; Gertz, HJ; Winblad, B; Wahlund, LO"
ISI:000228313000007,2005,"Oprica, M; Zhu, SW; Goiny, M; Pham, TM; Mohammed, AH; Winblad, B; Bartfai, T; Schultzberg, M"
ISI:000228640600016,2005,"Soderberg, L; Dahlqvist, C; Kakuyama, H; Thyberg, J; Ito, A; Winblad, B; Naslund, J; Tjernberg, LO"
ISI:000228937300029,2005,"Wolf, H; Kivipelto, M; Hensel, A; Winblad, B; Riedel-Heller, SG; Gertz, HJ"
ISI:000229086700015,2005,"Bjorkdahl, C; Sjogren, MJ; Winblad, B; Pei, JJ"
ISI:000229206100005,2005,"An, WL; Pei, JJ; Nishimura, T; Winblad, B; Cowburn, RF"
ISI:000229496700001,2005,"Paris, D; Quadros, A; Patel, N; DelleDonne, A; Humphrey, J; Mullan, M"
ISI:000229497400025,2005,"Paris, D; Ait-Ghezala, G; Mathura, VS; Patel, N; Quadros, A; Laporte, V; Mullan, M"
ISI:000230242300002,2005,"Wiltfang, J; Lewczuk, P; Riederer, P; Grunblatt, E; Hock, C; Scheltens, P; Hampel, H; Vanderstichele, H; Iqbal, K; Galasko, D; Lannfelt, L; Otto, M; Esselmann, H; Henkel, AW; Kornhuber, J; Blennow, K"
ISI:000230287900017,2005,"Stenh, C; Englund, H; Lord, A; Johansson, AS; Almeida, CG; Gellerfors, P; Greengard, P; Gouras, GK; Lannfelt, L; Nilsson, LNG"
ISI:000230574200016,2005,"Berger, AK; Fratiglioni, L; Winblad, B; Backman, L"
ISI:000231021400018,2005,"Li, X; Alafuzoff, I; Soininen, H; Winblad, B; Pei, JJ"
ISI:000231147000006,2005,"Liu, R; Pei, JJ; Wang, XC; Zhou, XW; Tian, Q; Winblad, B; Wang, JZ"
ISI:000231159400009,2005,"Alvarez, A; DeKosky, ST; Faux, M; Grillot, D; Foley, K; Jones, B; Kallio, J; Khachaturian, Z; Kinoshita, J; Kakulavar, P; Morris, JC; Paley, J; Scruby, S; Strobel, G; Schneider, L; Winblad, B; Katt-Lloyd, D"
ISI:000231476100004,2005,"Kivipelto, M; Solomon, A; Winblad, B"
ISI:000231946200100,2005,"Creamer, S; Crowell, TA; Jayne, M; Mullan, M"
ISI:000232431300002,2005,"Lindberg, C; Crisby, M; Winblad, B; Schultzberg, M"
ISI:000232489000008,2005,"Mecocci, P; von Strauss, E; Cherubini, A; Ercolani, S; Mariani, E; Senin, U; Winblad, B; Fratiglioni, L"
ISI:000232502900008,2005,"Kivipelto, M; Ngandu, T; Fratiglioni, L; Viitanen, M; Kareholt, I; Winblad, B; Helkala, EL; Tuomilehto, J; Soininen, H; Nissinen, A"
ISI:000232561200034,2005,"Laudon, H; Hansson, EM; Melen, K; Bergman, A; Farmery, MR; Winblad, B; Lendahl, U; von Heijne, G; Naslund, J"
ISI:000232603600067,2005,"Nagasaka, Y; Dillner, K; Ebise, H; Teramoto, R; Nakagawa, H; Lilius, L; Axelman, K; Forsell, C; Ito, A; Winblad, B; Kimura, T; Graff, C"
ISI:000232866800009,2005,"Ait-Ghezala, G; Mathura, VS; Laporte, V; Quadros, A; Paris, D; Patel, N; Volmar, CH; Kolippakkam, D; Crawford, F; Mullan, M"
ISI:000233002400014,2005,"Rovio, S; Kareholt, I; Helkala, EL; Viitanen, M; Winblad, B; Tuomilehto, J; Soininen, H; Nissinen, A; Kivipelto, M"
ISI:000233218400014,2005,"Behbahani, H; Rickle, A; Concha, H; Ankarcrona, M; Winblad, B; Cowburn, RF"
ISI:000233299000008,2005,"Town, T; Tan, J; Flavell, RA; Mullan, M"
ISI:000233322400160,2005,"Lannfelt, L; Skoglund, L; Glaser, A; Brundin, R; Basun, H; Ingelsson, M; Ingelsson, M"
ISI:000233322400232,2005,"Palmer, K; Winblad, B; Backman, L; Fratiglioni, L"
ISI:000233322400261,2005,"Oprica, M; Spulber, S; Winblad, B; Schultzberg, M"
ISI:000233322400325,2005,"Palmer, K; Berger, AK; Monastero, R; Winblad, B; Fratiglioni, L"
ISI:000233322400341,2005,"Antilla, T; Winblad, B; Nissinen, A; Soininen, H; Kivipelto, M"
ISI:000233322400342,2005,"Atti, AR; Volpato, S; Palmer, K; Kivipelto, M; Zuliani, G; Winblad, B; Fratiglioni, L"
ISI:000233322400368,2005,"Rovio, S; Kareholt, I; Helkala, EL; Viitanen, M; Tuomilehto, J; Nissinen, A; Soininen, H; Winblad, B; Kivipelto, M"
ISI:000233322400385,2005,"Dehvari, N; Cedazo-Minguez, A; Winblad, B; Cowburn, R"
ISI:000233322400402,2005,"von Strauss, E; Backman, L; Herlitz, A; Fastbom, J; Winblad, B; Fratiglioni, L"
ISI:000233322400426,2005,"Wang, HX; Karp, A; Herlitz, A; Winblad, B; Fratiglioni, L"
ISI:000233322400427,2005,"Karp, A; Parker, M; Wang, HX; Winblad, B; Fratiglioni, L"
ISI:000233322400436,2005,"Pei, JJ; An, WL; Bjorkdahl, C; Li, X; Xinwen, Z; Winblad, B"
ISI:000233322400451,2005,"Winblad, B; Minthon, L; Eriksson, S; Batsman, S; Jansson-Blixt, C; Wetterholm, AL; Haglund, A; Kilander, L"
ISI:000233322400452,2005,"Kilander, L; Winblad, B; Minthon, L; Batsman, S; Jansson-Blixt, C; Cronlund, A; Haglund, A; Eriksson, S"
ISI:000233322400453,2005,"Eriksson, S; Winblad, B; Kilander, L; Batsman, S; Jansson-Blixt, C; Wetterholm, AL; Haglund, A; Minthon, L"
ISI:000233322400454,2005,"Batsman, S; Minthon, L; Eriksson, S; Kilander, L; Jansson-Blixt, C; Wetterholm, AL; Haglund, A; Winblad, B"
ISI:000233322400456,2005,"Arnaiz, E; Winblad, B; Almkvsit, O"
ISI:000233322400465,2005,"Werheid, K; Gruno, M; Almkvist, O; Sommer, W; Winblad, B"
ISI:000233322400505,2005,"Solomon, A; Arnaiz, E; Kivipelto, M; Winblad, B; Almkvist, O"
ISI:000233322400526,2005,"Marengoni, A; Aguero-Torres, H; Winblad, B; Fratiglioni, L"
ISI:000233322400626,2005,"Spangberg, K; Jonhagen, ME; Fratiglioni, L; Graff, C; Minthon, L; Sandman, PO; Wimo, A; Marcusson, J; Eriksson, S; Johansson, G; Winblad, B"
ISI:000233516400022,2005,"Kakuyama, H; Soderberg, L; Horigome, K; Winblad, B; Dahlqvist, C; Naslund, J; Tjernberg, LO"
ISI:000233615000214,2005,"Holm-Pedersen, P; Avlund, K; Morse, D; Viitanen, M; Winblad, B"
ISI:000233770300016,2005,"Selle, H; Lamerz, J; Buerger, K; Dessauer, A; Hager, K; Hampel, H; Karl, J; Kellmann, M; Lannfelt, L; Louhija, J; Riepe, M; Rollinger, W; Tumani, H; Schrader, M; Zucht, HD"
ISI:000234355800009,2006,"Lord, A; Kalimo, H; Eckman, C; Zhang, XQ; Lannfelt, L; Nilsson, LNG"
ISI:000234605100020,2006,"Pei, JJ; An, WL; Zhou, XW; Nishimura, T; Norberg, J; Benedikz, E; Gotz, J; Winblad, B"
ISI:000234651300002,2006,"Karp, A; Paillard-Borg, S; Wang, HX; Silverstein, M; Winblad, B; Fratiglioni, L"
ISI:000234656100008,2005,"Avlund, K; Holm-Pedersen, P; Morse, DE; Viitanen, M; Winblad, B"
ISI:000234694300006,2006,"Malkiewicz, K; Koteras, M; Folkesson, R; Brzezinski, J; Winblad, B; Szutowski, M; Benedikz, E"
ISI:000234695700007,2006,"Rickle, A; Bogdanovic, N; Volkmann, I; Zhou, XW; Pei, JJ; Winblad, B; Cowburn, RF"
ISI:000234782400011,2006,"Atti, AR; Palmer, K; Volpato, S; Zuliani, G; Winblad, B; Fratiglioni, L"
ISI:000234829000008,2006,"Wimo, A; Jonsson, L; Winblad, B"
ISI:000234839400009,2006,"Malkiewicz, K; Mohammed, R; Folkesson, R; Winblad, B; Szutowski, M; Benedikz, E"
ISI:000234841000002,2006,"Borenstein, AR; Mortimer, JA; Wu, YG; Jureidini-Webb, FM; Fallin, MD; Small, BJ; Mullan, M; Crawford, FC"
ISI:000234953700012,2006,"Sillen, A; Forsell, C; Lilius, L; Axwlman, K; Bjork, BF; Onkamo, P; Kere, J; Winblad, B; Graff, C"
ISI:000234965500014,2006,"Houlden, H; King, R; Blake, J; Groves, M; Love, S; Woodward, C; Hammans, S; Nicoll, J; Lennox, G; O'Donovan, DG; Gabriel, C; Thomas, PK; Reilly, MM"
ISI:000235055700001,2006,"Zhu, SW; Pham, TM; Aberg, E; Brene, S; Winblad, B; Mohammed, AH; Baumans, V"
ISI:000235366800002,2006,"Crowell, TA; Paramadevan, J; Abdullah, L; Mullan, M"
ISI:000235531000008,2006,"Houlden, H; Edwards, M; McNeil, J; Greenwood, R"
ISI:000235597800014,2006,"Abdullah, L; Ait-Ghezala, G; Crawford, F; Crowell, TA; Barker, WW; Duara, R; Mullan, M"
ISI:000235699900055,2006,"Nilsson, T; Malkiewicz, K; Gabrielsson, M; Folkesson, R; Winblad, B; Benedikz, E"
ISI:000235808900008,2005,"Lindberg, C; Hjorth, E; Post, C; Winblad, B; Schultzberg, M"
