UT,PY,AU
ISI:A1994PF96600006,1994,"HALTIA, M; VIITANEN, M; SULKAVA, R; ALAHURULA, V; POYHONEN, M; GOLDFARB, L; BROWN, P; LEVY, E; HOULDEN, H; CROOK, R; GOATE, A; CLARK, R; KORENBLAT, K; PANDIT, S; KELLER, HD; LILIUS, L; LIU, L; AXELMAN, K; FORSELL, L; WINBLAD, B; LANNFELT, L; HARDY, J"
ISI:A1994PG17800037,1994,"REMPFER, R; CROOK, R; HOULDEN, H; DUFF, K; HUTTON, M; ROBERTS, GW; RAGHAVAN, R; PERRY, R; HARDY, J"
ISI:A1994PK43200005,1994,"TORRES, HA; FRATIGLIONI, L; LINDBERG, J; WINBLAD, B"
ISI:A1994PN46400007,1994,"LINDBERG, J; CLAESSON, CB; CORNELIUS, C; FRATIGLIONI, L; THORSLUND, M; WINBLAD, B"
ISI:A1994PT40100010,1994,"ADEM, A; MOHAMMED, AH; WINBLAD, B; HENRIKSSON, BE"
ISI:A1994PT42900009,1994,"JOHNSTON, JA; COWBURN, RF; NORGREN, S; WIEHAGER, B; VENIZELOS, N; WINBLAD, B; VIGOPELFREY, C; SCHENK, D; LANNFELT, L; ONEILL, C"
ISI:A1994PV54300007,1994,"AXELMAN, K; BASUN, H; WINBLAD, B; LANNFELT, L"
ISI:A1994PW21400004,1994,"OLSON, L; BACKMAN, L; EBENDAL, T; ERIKSDOTTERJONHAGEN, M; HOFFER, B; HUMPEL, C; FREEDMAN, R; GIACOBINI, M; MEYERSON, B; NORDBERG, A; SEIGER, A; STROMBERG, I; SYDOW, O; TOMAC, A; TROK, K; WINBLAD, B"
ISI:A1994PW29000003,1994,"MULLAN, M; CRAWFORD, F"
ISI:A1994PW54700020,1994,"ADEM, A; ISLAM, A; BOGDANOVIC, N; CARLSTROM, K; WINBLAD, B"
ISI:A1994PW70800047,1994,"CITRON, M; VIGOPELFREY, C; TEPLOW, DB; MILLER, C; SCHENK, D; JOHNSTON, J; WINBLAD, B; VENIZELOS, N; LANNFELT, L; SELKOE, DJ"
ISI:A1994PY08500005,1994,"ERICSSON, K; HILLERAS, P; HOLMEN, K; JORM, A; FORSSELL, LG; ALMKVIST, O; RONNBERG, L; WINBLAD, B"
ISI:A1994PZ11600004,1994,"HANSSON, LO; WATERS, N; WINBLAD, B; GOTTFRIES, CG; CARLSSON, A"
ISI:A1994QG00700003,1994,"BACKMAN, L; HILL, RD; HERLITZ, A; FRATIGLIONI, L; WINBLAD, B"
ISI:A1995QC10100043,1995,"LANNFELT, L; AXELMAN, K; LILIUS, L; BASUN, H"
ISI:A1995QC33900005,1995,"FORSELL, C; LANNFELT, L"
ISI:A1995QC58400012,1995,"JONSSON, E; FORSELL, C; LANNFELT, L; SEDVALL, G"
ISI:A1995QC86300008,1995,"BASUN, H; GRUT, M; WINBLAD, B; LANNFELT, L"
ISI:A1995QF03600007,1995,"HILL, RD; BACKMAN, L; WAHLIN, A; WINBLAD, B"
ISI:A1995QG90900048,1995,"ADEM, A; BOGDANOVIC, N; ISLAM, A; JOLKKONEN, M; WINBLAD, B; KARLSSON, E"
ISI:A1995QJ65400001,1995,"BENNETT, C; CRAWFORD, F; OSBORNE, A; DIAZ, P; HOYNE, J; LOPEZ, R; ROQUES, P; DUARA, R; ROSSOR, M; MULLAN, M"
ISI:A1995QJ65400008,1995,"MULLAN, M; BENNETT, C; FIGUEREDO, C; HUGHES, D; MANT, R; OWEN, M; WARREN, A; MCINNIS, M; MARSHALL, A; LANTOS, P; COLLINGE, J; GOATE, A; HOULDEN, H; CRAWFORD, F"
ISI:A1995QJ73900015,1995,"GARLIND, A; COWBURN, RF; WIEHAGER, B; RAVID, R; WINBLAD, B; FOWLER, CJ"
ISI:A1995QL24200011,1995,"ANDERSSON, C; THUNELL, S; FLODERUS, Y; FORSELL, C; LUNDIN, G; ANVRET, M; LANNFELT, L; WETTERBERG, L; LITHNER, F"
ISI:A1995QM40800108,1995,"ERIKSSON, S; JANCIAUSKIENE, S; LANNFELT, L"
ISI:A1995QN83300029,1995,"JENSEN, M; BASUN, H; LANNFELT, L"
ISI:A1995QP05500002,1995,"BONKALE, WL; WINBLAD, B; RAVID, R; COWBURN, RF"
ISI:A1995QQ44600003,1995,"ALGOTSSON, A; VIITANEN, M; WINBLAD, B; SOLDERS, G"
ISI:A1995QR03600011,1995,"LANNFELT, L; LILIUS, L; VIITANEN, M; HOULDEN, H; ROSSOR, M; HARDY, J; WINBLAD, B; BASUN, H"
ISI:A1995QT35400015,1995,"HOULDEN, H; CROOK, R; DUFF, K; HUTTON, M; COLLINGE, J; ROQUES, P; ROSSOR, M; HARDY, J"
ISI:A1995QT86901091,1995,"PIRTTILA, T; MEHTA, PD; WISNIEWSKI, HM; SOININEN, H; PALJARVI, L; HEINONEN, O; KOSUNEN, O; BOGDANOVICH, N; WINBLAD, B"
ISI:A1995QX38500021,1995,"SONG, XH; JENSEN, M; SUZUKI, N; LANNFELT, L; YOUNKIN, SG"
ISI:A1995RB47300004,1995,"GRAFSTROM, M; WINBLAD, B"
ISI:A1995RC60100535,1995,"JENSEN, M; SONG, XH; SUZUKI, N; LANNFELT, L; YOUNKIN, SG"
ISI:A1995RD89500021,1995,"GARLIND, A; COWBURN, RF; FORSELL, C; RAVID, R; WINBLAD, B; FOWLER, CJ"
ISI:A1995RJ59900011,1995,"FORSELL, Y; JORM, AF; VONSTRAUSS, E; WINBLAD, B"
ISI:A1995RK07000013,1995,"ISLAM, A; HENRIKSSON, B; MOHAMMED, A; WINBLAD, B; ADEM, A"
ISI:A1995RL48800010,1995,"ALGOTSSON, A; NORDBERG, A; ALMKVIST, O; WINBLAD, B"
ISI:A1995RL70100012,1995,"MUSTAFA, A; BOGDANOVIC, N; NYBERG, F; SULIMAN, I; ISLAM, A; ROOS, P; WINBLAD, B; ADEM, A"
ISI:A1995RL75600024,1995,"NASLUND, J; THYBERG, J; TJERNBERG, LO; WERNSTEDT, C; KARLSTROM, AR; BOGDANOVIC, N; GANDY, SE; LANNFELT, L; TERENIUS, L; NORDSTEDT, C"
ISI:A1995RL83800002,1995,"NILSSON, L; MOHAMMED, AKH; HENRIKSSON, BG; WINBLAD, B; BERGSTROM, L"
ISI:A1995RM63500043,1995,"LANNFELT, L; BASUN, H; WAHLUND, LO; ROWE, BA; WAGNER, SL"
ISI:A1995RN77300013,1995,"CRAWFORD, F; HOYNE, J; DIAZ, P; OSBORNE, A; DOROTHEO, J; SHEEHAN, D; MULLAN, M"
ISI:A1995RQ76400003,1995,"WAHLIN, A; BACKMAN, L; WINBLAD, B"
ISI:A1995RR83600040,1995,"ROGAEV, EI; SHERRINGTON, R; ROGAEVA, EA; LEVESQUE, G; IKEDA, M; LIANG, Y; CHI, H; LIN, C; HOLMAN, K; TSUDA, T; MAR, L; SORBI, S; NACMIAS, B; PIACENTINI, S; AMADUCCI, L; CHUMAKOV, I; COHEN, D; LANNFELT, L; FRASER, PE; ROMMENS, JM; STGEORGEHYSLOP, PH"
ISI:A1995RT63500008,1995,"LANNFELT, L; PEDERSEN, NL; LILIUS, L; AXELMAN, K; JOHANSSON, K; VIITANEN, M; GATZ, M"
ISI:A1995RT63500009,1995,"TORRES, HA; FRATIGLIONI, L; HOFMAN, W; WINBLAD, B"
ISI:A1995RU43300020,1995,"ADEM, A; ISLAM, A; HENRIKSSON, B; WINBLAD, B; MOHAMMED, A"
ISI:A1995RU71600040,1995,"BOGDANOVIC, N; VOLKMANN, I; WINBLAD, B; BLENNOW, K"
ISI:A1995RU71600062,1995,"BOGDANOVIC, N; SIMIC, G; KOSTOVIC, I; WINBLAD, B"
ISI:A1995RW24500018,1995,"MEYERSSON, G; PAHLMAN, S; WINBLAD, B; NILSSON, L; BERGSTROM, L; FOLKESSON, R"
ISI:A1995RW57000003,1995,"EKMAN, SL; NORBERG, A; WAHLIN, TBR; WINBLAD, B"
ISI:A1995RW68701137,1995,"MULLAN, M; CAI, X; FALLIN, D; OSBORNE, A; CRAWFORD, F"
ISI:A1995RW68701948,1995,"CRAWFORD, F; FERRARO, J; HOYNE, J; OSBORNE, A; DIAZ, P; MULLAN, M"
ISI:A1995RW68701974,1995,"OSBORNE, A; FALLIN, D; DIAZ, P; CRAWFORD, F; MULLAN, M"
ISI:A1995RX80600030,1995,"CLARK, RF; HUTTON, M; FULDNER, RA; FROELICH, S; KARRAN, E; TALBOT, C; CROOK, R; LENDON, C; PRIHAR, G; HE, C; KORENBLAT, K; MARTINEZ, A; WRAGG, M; BUSFIELD, F; BEHRENS, MI; MYERS, A; NORTON, J; MORRIS, J; MEHTA, N; PEARSON, C; LINCOLN, S; BAKER, M; DUFF, K; ZEHR, C; PEREZTUR, J; HOULDEN, H; RUIZ, A; OSSA, J; LOPERA, F; ARCOS, M; MADRIGAL, L; COLLINGE, J; HUMPHREYS, C; ASHWORTH, A; SARNER, S; FOX, N; HARVEY, R; KENNEDY, A; ROQUES, P; CLINE, RT; PHILLIPS, CA; VENTER, JC; FORSELL, L; AXELMAN, K; LILIUS, L; JOHNSTON, J; COWBURN, R; VIITANEN, M; WINBLAD, B; KOSIK, K; HALTIA, M; POYHONEN, M; DICKSON, D; MANN, D; NEARY, D; SNOWDEN, J; LANTOS, P; LANNFELT, L; ROSSOR, M; ROBERTS, GW; ADAMS, MD; HARDY, J; GOATE, A"
ISI:A1995RY28500012,1995,"FASTBOM, J; CLAESSON, CB; CORNELIUS, C; THORSLUND, M; WINBLAD, B"
ISI:A1995RY60100016,1995,"ALGOTSSON, A; NORDBERG, A; WINBLAD, B"
ISI:A1995RY80800045,1995,"CORDER, E; BASUN, H; LANNFELT, L; VIITANEN, M; WINBLAD, B"
ISI:A1995RY95100006,1995,"HILL, RD; WAHLIN, A; WINBLAD, B; BACKMAN, L"
ISI:A1995TA75900005,1995,"NILSSON, L; WINBLAD, B; BERGSTROM, L"
ISI:A1995TB04900002,1995,"BOGDANOVIC, G; HAMMARIN, AL; GRANDIEN, M; WINBLAD, B; BERGENHEIM, AT; NENNESMO, I; DALIANIS, T"
ISI:A1995TD06700009,1995,"TORRES, HA; KABIR, ZN; WINBLAD, B"
ISI:A1995TD09000034,1995,"FOWLER, CJ; COWBURN, RF; GARLIND, A; WINBLAD, B; ONEILL, C"
ISI:A1995TD92400001,1995,"VESTLING, M; COWBURN, RF; VENIZELOS, N; LANNFELT, L; WINBLAD, B; ADEM, A"
ISI:A1995TE69100011,1995,"LANNFELT, L; BASUN, H; VIGOPELFREY, C; WAHLUND, LO; WINBLAD, B; LIEBERBURG, I; SCHENK, D"
ISI:A1995TE70500016,1995,"PODUSLO, SE; RIGGS, D; SCHWANKHAUS, J; OSBORNE, A; CRAWFORD, F; MULLAN, M"
ISI:A1995TH78600042,1995,"HAASS, C; LEMERE, CA; CAPELL, A; CITRON, M; SEUBERT, P; SCHENK, D; LANNFELT, L; SELKOE, DJ"
ISI:A1995TM21600003,1995,"Bixo, M; Backstrom, T; Winblad, B; Andersson, A"
ISI:A1995TX36900071,1995,"PerezTur, J; Froelich, S; Prihar, G; Crook, R; Baker, M; Duff, K; Wragg, M; Busfield, F; Lendon, C; Clark, RF; Roques, P; Fuldner, RA; Johnston, J; Cowburn, R; Forsell, C; Axelman, K; Lilius, L; Houlden, H; Karran, E; Roberts, GW; Rossor, M; Adams, MD; Hardy, J; Goate, A; Lannfelt, L; Hutton, M"
ISI:A1996BH23P00003,1996,"Mullan, M; Scibelli, P; Duara, R; Fallin, D; Gold, M; Schinka, J; Hoyne, J; Osborne, A; Sevush, S; Crawford, F"
ISI:A1996TP32800009,1996,"Wills, P; Fastbom, J; Claesson, CB; Cornelius, C; Thorslund, M; Winblad, B"
ISI:A1996TT80100897,1996,"HolmPedersen, P; HolmPedersen, J; EngholmNorstedt, K; Winblad, B; Slaughter, A; Reid, BC; Katz, RV"
ISI:A1996TV29700011,1996,"Wahlin, TBR; Backman, L; Wahlin, A; Winblad, B"
ISI:A1996TW69700011,1996,"Wragg, M; Hutton, M; Talbot, C; Busfield, F; Han, SW; Lendon, C; Clark, RF; Morris, JC; Edwards, D; Goate, A; Pfeiffer, E; Crook, R; Prihar, G; Phillips, H; Baker, M; Hardy, J; Rossor, M; Houlden, H; Karran, E; Roberts, G; Craddock, N"
ISI:A1996TW69700050,1996,"Corder, EH; Basun, H; Lannfelt, L; Viitanen, M; Winblad, B"
ISI:A1996UA47600538,1996,"StGeorgeHyslop, PH; Sherrington, R; Rogaev, E; Tsuda, T; Ikeda, M; Pollen, D; Roses, A; PericakVance, M; Nee, L; Polinsky, R; Rainero, I; Pinessi, L; Vaula, G; Sorbi, S; Amaducci, L; Bruni, A; Montesi, M; Foncin, JF; Abe, K; Aoki, M; Shoji, M; Hirai, S; Watanabe, M; Lannfelt, L"
ISI:A1996UA47601058,1996,"Barker, WW; Duara, R; Loewenstein, D; Cantillon, M; Hurwitz, D; Mullan, M; StGeorgeHyslop, P"
ISI:A1996UC29900038,1996,"Talbot, C; Houlden, H; Craddock, N; Crook, R; Hutton, M; Lendon, C; Prihar, G; Morris, JC; Hardy, J; Goate, A"
ISI:A1996UD37800021,1996,"Guo, ZC; Viitanen, M; Fratiglioni, L; Winblad, B"
ISI:A1996UD96600025,1996,"Mann, DMA; Iwatsubo, T; Ihara, Y; Cairns, NJ; Lantos, PL; Bogdanovic, N; Lannfelt, L; Winblad, B; MaatSchieman, MLC; Rossor, MN"
ISI:A1996UE43400003,1996,"Cowburn, RF; Wiehager, B; Ravid, R; Winblad, B"
ISI:A1996UE89300208,1996,"Younkin, SG; Song, XH; Scheuner, D; Eckman, C; Prada, CM; Jensen, J; Lannfelt, L; Hardy, J; Tanzi, R; Schellenberg, G; Selkoe, D; Suzuki, N"
ISI:A1996UG04200017,1996,"Relkin, NR; Tanzi, R; Breitner, J; Farrer, L; Gandy, S; Haines, J; Hyman, B; Mullan, M; Poirer, J; Strittmatter, W; Folstein, M; Farlow, M; Mayeux, R; Petersen, R; Roses, A; Schenk, D; Small, G; VanGool, W; CookDeegan, R; Fleck, L; Kapp, M; Karlinsky, H; PericakVance, M; Post, S; Wolpert, C; Berg, L; Blass, J; Fletcher, J; Hegele, R; Khachaturian, Z; Selkoe, D; Thal, L; Whitehouse, P; Kwon, YG"
ISI:A1996UH80200001,1996,"Nordberg, A; Winblad, B"
ISI:A1996UJ82100013,1996,"Corder, EH; Lannfelt, L; Viitanen, M; Corder, LS; Manton, KG; Winblad, B; Basun, H"
ISI:A1996UK47800029,1996,"Hutton, M; Busfield, F; Wragg, M; Crook, R; PerezTur, J; Clark, RF; Prihar, G; Talbot, C; Phillips, H; Wright, K; Baker, M; Lendon, C; Duff, K; Martinez, A; Houlden, H; Nichols, A; Karran, E; Roberts, G; Roques, P; Rossor, M; Venter, JC; Adams, MD; Cline, RT; Phillips, CA; Fuldner, RA; Hardy, J; Goate, A"
ISI:A1996UK95400001,1996,"Ericsson, K; Forssell, LG; Holmen, K; Viitanen, M; Winblad, B"
ISI:A1996UN62600007,1996,"Liu, L; Forsell, C; Lilius, L; Axelman, K; Corder, EH; Lannfelt, L"
ISI:A1996UQ35900003,1996,"Algotsson, A; Nordberg, A; Lannfelt, L; Almkvist, O; Winblad, B"
ISI:A1996UT99600009,1996,"Pirttila, T; Soininen, H; Heinonen, O; Lehtimaki, T; Bogdanovic, N; Paljarvi, L; Kosunen, O; Winblad, B; Riekkinen, P; Wisniewski, HM; Mehta, PD"
ISI:A1996UV63900009,1996,"Nilsson, M; Ekman, SL; Ericsson, K; Winblad, B"
ISI:A1996UV65400002,1996,"Jonsson, E; Lannfelt, L; Engvall, B; Sedvall, G"
ISI:A1996UV79800008,1996,"Haug, LS; Ostvold, AC; Cowburn, RF; Garlind, A; Winblad, B; Bogdanovich, N; Walaas, SI"
ISI:A1996UW28600004,1996,"Hansson, G; Alafuzoff, I; Winblad, B; Marcusson, J"
ISI:A1996UZ80400031,1996,"Scheuner, D; Eckman, C; Jensen, M; Song, X; Citron, M; Suzuki, N; Bird, TD; Hardy, J; Hutton, M; Kukull, W; Larson, E; LevyLahad, E; Viitanen, M; Peskind, E; Poorkaj, P; Schellenberg, G; Tanzi, R; Wasco, W; Lannfelt, L; Selkoe, D; Younkin, S"
ISI:A1996VA09200009,1996,"Basun, H; Corder, EH; Guo, Z; Lannfelt, L; Corder, LS; Manton, KG; Winblad, B; Viitanen, M"
ISI:A1996VE06200016,1996,"Sherrington, R; Froelich, S; Sorbi, S; Campion, D; Chi, H; Rogaeva, EA; Levesque, G; Rogaev, EI; Lin, C; Liang, Y; Ikeda, M; Mar, L; Brice, A; Agid, Y; Percy, ME; ClergetDarpoux, F; Piacentini, S; Marcon, G; Nacmias, B; Amaducci, L; Frebourg, T; Lannfelt, L; Rommens, JM; StGeorgeHyslop, PH"
ISI:A1996VE21800010,1996,"Ronnberg, L; Welin, L; Winblad, B"
ISI:A1996VG79500072,1996,"Duara, R; Barker, W; Harwood, D; Scheuer, B; Florence, R; Hyslop, PS; Mullan, M"
ISI:A1996VH99600007,1996,"Fastbom, J; Wills, P; Cornelius, C; Viitanen, M; Winblad, B"
ISI:A1996VJ22300008,1996,"Crawford, F; Hoyne, J; Cai, XG; Osborne, A; Poston, D; Zaglul, J; Dajani, N; Walsh, S; Bradley, R; Solomon, R; Mullan, M"
ISI:A1996VK72700010,1996,"Wahlin, A; Hill, RD; Winblad, B; Backman, L"
ISI:A1996VM22700009,1996,"Johnston, JA; Froelich, S; Lannfelt, L; Cowburn, RF"
ISI:A1996VM84100050,1996,"Cantillon, M; Barker, W; Harwood, D; Mullan, M; Duara, R"
ISI:A1996VP86800003,1996,"Jelic, V; Shigeta, M; Julin, P; Almkvist, O; Winblad, B; Wahlund, LO"
ISI:A1996VQ71300011,1996,"Jonsson, E; Sedvall, G; Brene, S; Gustavsson, JP; Geijer, T; Terenius, L; Crocq, MA; Lannfelt, L; Tylec, A; Sokoloff, P; Schwartz, JC; Wiesel, FA"
ISI:A1996VR61400018,1996,"Bonkale, WL; Fastbom, J; Wiehager, B; Ravid, R; Winblad, B; Cowburn, RF"
ISI:A1996VW30300009,1996,"Kalaria, RN; Cohen, DL; Greenberg, BD; Savage, MJ; Bogdanovic, NE; Winblad, B; Lannfelt, L; Adem, A"
ISI:A1996VZ50400003,1996,"Ingelson, M; Vanmechelen, E; Lannfelt, L"
ISI:A1996WC46500001,1996,"Wahlund, LO; Winblad, B"
ISI:A1996WC46500018,1996,"Winblad, B; Ljunggren, G; Karlsson, G; Wimo, A"
ISI:A1996WD74400009,1996,"Johnston, JA; Norgren, S; Anneren, G; Cowburn, RF; Lannfelt, L"
ISI:A1996WD74400010,1996,"Johnston, JA; Norgren, S; Ravid, R; Wasco, W; Winblad, B; Lannfelt, L; Cowburn, RF"
ISI:A1997BJ67X00004,1997,"Crawford, F; Suo, ZM; Fang, CH; Sawar, A; Su, G; Arendash, G; Mullan, M"
ISI:A1997WA04400014,1997,"Pirttila, T; Soininen, H; Mehta, PD; Heinonen, O; Lehtimaki, T; Bogdanovic, N; Paljarvi, L; Kim, KS; Kosunen, O; Winblad, B; Riekkinen, P; Wisniewski, HM"
ISI:A1997WB68001586,1997,"Katz, RV; HoldPedersen, P; HolmPedersen, J; Winblad, B; Viitanen, M; Nelson, E"
ISI:A1997WC67600026,1997,"Fratiglioni, L; Viitanen, M; vonStrauss, E; Tontodonati, V; Herlitz, A; Winblad, B"
ISI:A1997WL66000002,1997,"Simic, G; Kostovic, I; Winblad, B; Bogdanovic, N"
ISI:A1997WL79800016,1997,"Gatz, M; Pedersen, NL; Berg, S; Johansson, B; Johansson, K; Mortimer, JA; Posner, SF; Viitanen, M; Winblad, B; Ahlbom, A"
ISI:A1997WM11100007,1997,"Cornelius, C; Fastbom, J; Claesson, CB; Wills, P; Thorslund, M; Viitanen, M; Winblad, B"
ISI:A1997WM93500004,1997,"Guo, Z; Viitanen, M; Fratiglioni, L; Winblad, B"
ISI:A1997WN16500006,1997,"Lundberg, C; Johansson, K; Ball, K; Bjerre, B; Blomqvist, C; Braekhus, A; Brouwer, WH; Bylsma, FW; Carr, DB; Englund, L; Friedland, RP; HakamiesBlomqvist, L; Klemetz, G; ONeill, D; Odenheimer, GL; Rizzo, M; Schelin, M; Seideman, M; Tallman, K; Viitanen, M; Waller, PF; Winblad, B"
ISI:A1997WN49400010,1997,"Corder, EH; Jelic, V; Basun, H; Lannfelt, L; Valind, S; Winblad, B; Nordberg, A"
ISI:A1997WU31300036,1997,"Islam, A; Mustafa, M; Mustafa, A; Olsson, T; Winblad, B; Adem, A"
ISI:A1997WU54400013,1997,"Johansson, K; Bogdanovic, N; Kalimo, H; Winblad, B; Viitanen, M"
ISI:A1997WV79700015,1997,"Fallin, D; Reading, S; Schinka, J; Hoyne, J; Scibelli, P; Gold, M; Crawford, F; Mullan, M"
ISI:A1997WV79700018,1997,"Cai, XG; Stanton, J; Fallin, D; Hoyne, J; Duara, R; Gold, M; Sevush, S; Scibelli, P; Crawford, F; Mullan, M"
ISI:A1997WW38900010,1997,"Garlind, A; Johnston, JA; Algotsson, A; Winblad, B; Cowburn, RF"
ISI:A1997WY02500007,1997,"Kurumatani, T; Cowburn, RF; Bogdanovic, N; Winblad, B; Fastbom, J"
ISI:A1997WY80900007,1997,"Basun, H; Almkvist, O; Axelman, K; Brun, A; Campbell, TA; Collinge, J; Forsell, C; Froelich, S; Wahlund, LO; Wetterberg, L; Lannfelt, L"
ISI:A1997WY80900019,1997,"Almkvist, O; Basun, H; Wagner, SL; Rowe, BA; Wahlund, LO; Lannfelt, L"
ISI:A1997WZ24900001,1997,"Nilsson, LG; Backman, L; Erngrund, K; Nyberg, L; Adolfsson, R; Bucht, G; Karlsson, S; Widing, M; Winblad, B"
ISI:A1997XC63400009,1997,"Small, BJ; Viitanen, M; Winblad, B; Backman, L"
ISI:A1997XC84200007,1997,"Fallin, D; Gauntlett, AC; Scibelli, P; Cai, XG; Duara, R; Gold, M; Crawford, F; Mullan, M"
ISI:A1997XD36100006,1997,"Guo, ZC; Viitanen, M; Winblad, B"
ISI:A1997XD55900003,1997,"Foster, NL; Wilhelmsen, K; Sima, AAF; Jones, MZ; DAmato, CJ; Gilman, S; Spillantini, MG; Lynch, T; Mayeux, RP; Gaskell, PC; Hulette, CM; PericakVance, MA; WelshBohmer, KA; Dickson, DW; Heutink, P; Kros, J; vanSwieten, JC; Arwert, F; Ghetti, MB; Murrell, J; Lannfelt, L; Hutton, M; Jones, M; Phelps, CH; Snyder, DS; Oliver, E; Ball, MJ; Cummings, JL; Miller, BL; Katzman, R; Reed, L; Schelper, RL; Landska, DJ; Brun, A; Fink, JK; Kuhl, DE; Knopman, DS; Wszolek, Z; Miller, CA; Bird, TD; Lendon, C; Elechi, C"
ISI:A1997XD68500003,1997,"Mustafa, A; Nyberg, F; Mustafa, M; Bakhiet, M; Mustafa, E; Winblad, B; Adem, A"
ISI:A1997XE97100005,1997,"Backman, L; Almkvist, O; Andersson, J; Nordberg, A; Winblad, B; Reineck, R; Langstrom, B"
ISI:A1997XG00800005,1997,"Guo, ZC; Fratiglioni, L; Winblad, B; Viitanen, M"
ISI:A1997XG37900003,1997,"Nordenram, G; RydKjellen, E; Ericsson, K; Winblad, B"
ISI:A1997XG76600045,1997,"Vestling, M; Adem, A; Racchi, M; Gibson, GE; Lannfelt, L; Cowburn, RF"
ISI:A1997XG87100119,1997,"Barker, WW; Bravo, M; Greenfield, L; Aguero, H; Harwood, D; Buchillon, D; Mullan, M; Duara, R"
ISI:A1997XG87100854,1997,"Duara, R; Barker, W; Loewenstein, D; Greenfield, L; Bravo, M; Buchillon, D; Hurwitz, D; Crawford, F; Mullan, M"
ISI:A1997XJ74600012,1997,"Jelic, V; Julin, P; Shigeta, M; Nordberg, A; Lannfelt, L; Winblad, B; Wahlund, LO"
ISI:A1997XK37100004,1997,"Lindh, M; Blomberg, M; Jensen, M; Basun, H; Lannfelt, L; Engvall, B; Scharnagel, H; Marz, W; Wahlund, LO; Cowburn, RF"
ISI:A1997XK78400018,1997,"GarciaJimenez, A; Cowburn, RF; Winblad, B; Fastbom, J"
ISI:A1997XL77500017,1997,"Suo, ZM; Fang, CH; Crawford, F; Mullan, M"
ISI:A1997XM95600001,1997,"Bonkale, WL; Cowburn, RF; Winblad, B; Fastbom, J"
ISI:A1997XP26800005,1997,"Cai, XG; Fallin, D; Stanton, J; Scibelli, P; Duara, R; Crawford, F; Mullan, M"
ISI:A1997XP26800008,1997,"Froelich, S; Basun, H; Forsell, C; Lilius, L; Axelman, K; Andreadis, A; Lannfelt, L"
ISI:A1997XP26800020,1997,"Town, T; Fallin, D; Crawford, F; Walsh, S; Solomon, R; Mullan, M"
ISI:A1997XP86800013,1997,"Dierks, T; Jelic, V; Julin, P; Maurer, K; Wahlund, LO; Almkvist, O; Strik, WK; Winblad, B"
ISI:A1997XQ52700008,1997,"Bogdanovic, N; Corder, EH; Lannfelt, L; Basun, H; Winblad, B"
ISI:A1997XQ52700322,1997,"Kostulas, K; Crisby, M; Huang, WX; Lannfelt, L; Kostulas, V; Hillert, J"
ISI:A1997XQ52700534,1997,"Pei, JJ; Iqbal, K; GrundkeIqbal, I; Bogdanovic, N; Winblad, B; Cowbum, RF"
ISI:A1997XR68200011,1997,"Wimo, A; Ljunggren, G; Winblad, B"
ISI:A1997XR68200012,1997,"Wimo, A; Karlsson, G; Sandman, PO; Corder, L; Winblad, B"
ISI:A1997XT76800021,1997,"Bixo, M; Andersson, A; Winblad, B; Purdy, RH; Backstrom, T"
ISI:A1997XU63900009,1997,"Shanahan, C; Gibson, GE; Cowburn, RF; Johnston, JA; Wiehager, B; Lannfelt, L; ONeill, C"
ISI:A1997XU63900010,1997,"Svensson, AL; Warpman, U; HellstromLindahl, E; Bogdanovic, N; Lannfelt, L; Nordberg, A"
ISI:A1997XX14400007,1997,"Post, SG; Beerman, B; Brodaty, H; Gaines, AW; Gauthier, SG; Geldmacher, DS; Hill, S; Homma, A; Rossor, MN; Whitehouse, PJ; Winblad, B"
ISI:A1997XX14400011,1997,"Winblad, B; Hill, S; Beermann, B; Post, SG; Wimo, A"
ISI:A1997YA87900002,1997,"Forsell, C; Froelich, S; Axelman, K; Vestling, M; Cowburn, RF; Lilius, L; Johnston, JA; Engvall, B; Johansson, K; Dahlkild, A; Ingelson, M; StGeorgeHyslop, PH; Lannfelt, L"
ISI:A1997YB74900032,1997,"Almberg, B; Grafstrom, M; Winblad, B"
ISI:A1997YD84300006,1997,"Forsell, Y; Corder, EH; Basun, H; Lannfelt, L; Viitanen, M; Winblad, B"
ISI:A1997YE97000015,1997,"Baker, M; Kwok, JBJ; Kucera, S; Crook, R; Farrer, M; Houlden, H; Isaacs, A; Lincoln, S; Onstead, L; Hardy, J; Wittenberg, L; Dodd, P; Webb, S; Hayward, N; Tannenberg, T; Andreadis, A; Hallupp, M; Schofield, P; Dark, F; Hutton, M"
ISI:A1997YG73400016,1997,"Garlind, A; Wiehager, B; Winblad, B; Fowler, CJ"
ISI:A1997YH57700024,1997,"Wahlin, TBR; Lundin, A; Backman, L; Almqvist, E; Haegermark, A; Winblad, B; Anvret, M"
